Fips,Name,Temp,Rank,Past Mean,,,,,,
16019,Washington County,70,126,61.7,,,,,,
16021,Adams County,74.5,99,72.5,,,,,,
16023,Alexander County,76.9,97,74.9,,,,,,
16025,Bond County,74.9,97,73,,,,,,
16027,Boone County,73.6,124,68.1,,,,,,
16029,Brown County,74,96,72.1,,,,,,
16031,Bureau County,72.9,112,69.7,,,,,,
16033,Calhoun County,75.5,103,73,,,,,,
16035,Carroll County,72.8,121,68.3,,,,,,
16037,Cass County,74.2,97,72.3,,,,,,
16039,Champaign County,74.1,112,70.9,,,,,,
16041,Christian County,74.2,100,72,,,,,,
16043,Clark County,74.8,108,72,,,,,,
16045,Clay County,74.6,94,73,,,,,,
16047,Clinton County,75.7,99,73.6,,,,,,
16049,Coles County,74.3,103,71.9,,,,,,
16051,Cook County,72.6,118,68.3,,,,,,
16053,Crawford County,74.8,100,72.7,,,,,,
16055,Cumberland County,74.3,96,72.3,,,,,,
16057,DeKalb County,72.4,119,68.4,,,,,,
16059,De Witt County,74.2,111,70.9,,,,,,
16061,Douglas County,74.4,108,71.5,,,,,,
16063,DuPage County,72.6,121,68.4,,,,,,
16065,Edgar County,74.3,108,71.5,,,,,,
16067,Edwards County,74.9,86,73.7,,,,,,
16069,Effingham County,74.1,95,72.4,,,,,,
16071,Fayette County,74.5,95,72.7,,,,,,
16073,Ford County,73.4,113,70.3,,,,,,
16075,Franklin County,75.2,92,73.6,,,,,,
16077,Fulton County,74,103,71.6,,,,,,
16079,Gallatin County,75.1,79,74.5,,,,,,
16081,Greene County,75.1,100,72.9,,,,,,
16083,Grundy County,73.3,119,69.5,,,,,,
16085,Hamilton County,74.9,87,73.7,,,,,,
16087,Hancock County,73.9,97,71.9,,,,,,
17001,Hardin County,75.1,79,74.3,,,,,,
17003,Henderson County,73.6,104,71.2,,,,,,
17005,Henry County,73.4,116,69.9,,,,,,
17007,Iroquois County,73,105,70.2,,,,,,
17009,Jackson County,75.6,97,73.7,,,,,,
17011,Jasper County,74.3,92,72.7,,,,,,
17013,Jefferson County,75.3,99,73.5,,,,,,
17015,Jersey County,75.6,100,73.2,,,,,,
17017,Jo Daviess County,72.5,122,67.9,,,,,,
17019,Johnson County,75.6,91,74,,,,,,
17021,Kane County,72.3,120,68.2,,,,,,
17023,Kankakee County,72.8,111,69.6,,,,,,
17025,Kendall County,72.7,117,69.1,,,,,,
17027,Knox County,73.2,109,70.4,,,,,,
17029,Lake County,72.1,123,67.1,,,,,,
17031,LaSalle County,73,116,69.6,,,,,,
17033,Lawrence County,75.1,94,73.4,,,,,,
17035,Lee County,72.5,116,69,,,,,,
17037,Livingston County,73.5,114,70.1,,,,,,
17039,Logan County,74.8,111,71.7,,,,,,
17041,McDonough County,73.5,99,71.4,,,,,,
17043,McHenry County,72.6,123,67.5,,,,,,
17045,McLean County,73.6,113,70.3,,,,,,
17047,Macon County,74.4,106,71.6,,,,,,
17049,Macoupin County,74.7,100,72.5,,,,,,
17051,Madison County,75.6,98,73.7,,,,,,
17053,Marion County,75,101,73.1,,,,,,
17055,Marshall County,73.9,117,70.3,,,,,,
17057,Mason County,74.9,108,72.2,,,,,,
17059,Massac County,76.3,87,74.8,,,,,,
17061,Menard County,74.7,105,72.1,,,,,,
17063,Mercer County,73.9,112,70.6,,,,,,
17065,Monroe County,76.4,104,73.9,,,,,,
17067,Montgomery County,74.1,96,72.3,,,,,,
17069,Morgan County,74.1,98,72.1,,,,,,
17071,Moultrie County,74,101,71.8,,,,,,
17073,Ogle County,73.2,123,68.6,,,,,,
17075,Peoria County,74.1,112,70.8,,,,,,
17077,Perry County,75.4,95,73.6,,,,,,
17079,Piatt County,74.3,113,71.1,,,,,,
17081,Pike County,74.6,103,72.4,,,,,,
17083,Pope County,75.4,85,74.2,,,,,,
17085,Pulaski County,76.7,93,74.9,,,,,,
17087,Putnam County,73.4,112,70.4,,,,,,
17089,Randolph County,76,102,73.7,,,,,,
17091,Richland County,74.4,89,73.2,,,,,,
17093,Rock Island County,74.3,117,70.2,,,,,,
17095,St. Clair County,76.4,102,74,,,,,,
17097,Saline County,75,82,74,,,,,,
17099,Sangamon County,74.6,104,72.1,,,,,,
17101,Schuyler County,74,97,72,,,,,,
17103,Scott County,74.4,96,72.5,,,,,,
17105,Shelby County,73.8,92,72.2,,,,,,
17107,Stark County,73.2,112,70,,,,,,
17109,Stephenson County,72.6,123,67.8,,,,,,
17111,Tazewell County,74.6,114,71.1,,,,,,
17113,Union County,76,101,74,,,,,,
17115,Vermilion County,73.3,102,70.9,,,,,,
17117,Wabash County,75.2,90,73.8,,,,,,
17119,Warren County,73.3,105,70.6,,,,,,
17121,Washington County,75.8,98,73.5,,,,,,
17123,Wayne County,74.9,89,73.4,,,,,,
17125,White County,74.9,79,74.2,,,,,,
17127,Whiteside County,73.4,119,69.3,,,,,,
17129,Will County,72.7,111,69.3,,,,,,
17131,Williamson County,75.1,90,73.6,,,,,,
17133,Winnebago County,73.7,123,68.5,,,,,,
17135,Woodford County,73.9,115,70.1,,,,,,
17137,Adams County,72.4,112,69.2,,,,,,
17139,Allen County,72.2,113,69,,,,,,
17141,Bartholomew County,72.7,84,71.8,,,,,,
17143,Benton County,72.5,104,69.9,,,,,,
17145,Blackford County,72.8,109,69.9,,,,,,
17147,Boone County,72,101,69.7,,,,,,
17149,Brown County,72,83,71.1,,,,,,
17151,Carroll County,72.5,104,70,,,,,,
17153,Cass County,72.2,104,69.6,,,,,,
17155,Clark County,74.4,99,72.5,,,,,,
17157,Clay County,73.7,104,71.3,,,,,,
17159,Clinton County,72.2,104,69.8,,,,,,
17161,Crawford County,73.6,87,72.4,,,,,,
17163,Daviess County,75,109,72.4,,,,,,
17165,Dearborn County,72.7,96,71,,,,,,
17167,Decatur County,72.3,89,71,,,,,,
17169,DeKalb County,71.5,113,68.2,,,,,,
17171,Delaware County,73.6,118,69.9,,,,,,
17173,Dubois County,74.3,98,72.6,,,,,,
17175,Elkhart County,71.7,116,67.9,,,,,,
17177,Fayette County,71.8,96,70,,,,,,
17179,Floyd County,74.8,104,72.5,,,,,,
17181,Fountain County,72.9,102,70.6,,,,,,
17183,Franklin County,72.1,96,70.5,,,,,,
17185,Fulton County,72.1,114,68.9,,,,,,
17187,Gibson County,75.6,97,73.7,,,,,,
17189,Grant County,72.5,104,70,,,,,,
17191,Greene County,73.3,99,71.4,,,,,,
17193,Hamilton County,72.5,102,70.2,,,,,,
17195,Hancock County,72.9,104,70.6,,,,,,
17197,Harrison County,74.4,101,72.5,,,,,,
17199,Hendricks County,72.1,97,70.3,,,,,,
17201,Henry County,72.6,111,69.6,,,,,,
17203,Howard County,71.9,99,69.9,,,,,,
18001,Huntington County,72,105,69.6,,,,,,
18003,Jackson County,72.8,87,71.8,,,,,,
18005,Jasper County,72.2,109,69.5,,,,,,
18007,Jay County,72.5,113,69.4,,,,,,
18009,Jefferson County,73.2,91,71.8,,,,,,
18011,Jennings County,72.8,88,71.7,,,,,,
18013,Johnson County,72.5,93,71,,,,,,
18015,Knox County,75.4,105,73.1,,,,,,
18017,Kosciusko County,71.9,113,68.5,,,,,,
18019,LaGrange County,71.3,114,67.8,,,,,,
18021,Lake County,72,110,68.8,,,,,,
18023,LaPorte County,72,116,68.3,,,,,,
18025,Lawrence County,72.4,85,71.3,,,,,,
18027,Madison County,73.1,111,70.2,,,,,,
18029,Marion County,72.9,97,70.9,,,,,,
18031,Marshall County,71.9,116,68.2,,,,,,
18033,Martin County,73.8,103,71.8,,,,,,
18035,Miami County,72.2,103,69.8,,,,,,
18037,Monroe County,71.8,83,70.8,,,,,,
18039,Montgomery County,72.3,102,69.9,,,,,,
18041,Morgan County,72.3,93,71,,,,,,
18043,Newton County,72.4,105,69.8,,,,,,
18045,Noble County,71.6,115,68.1,,,,,,
18047,Ohio County,73,94,71.4,,,,,,
18049,Orange County,73.4,97,71.7,,,,,,
18051,Owen County,72.6,96,71,,,,,,
18053,Parke County,73.5,106,71,,,,,,
18055,Perry County,73.3,65,73.2,,,,,,
18057,Pike County,75.4,103,73.1,,,,,,
18059,Porter County,71.9,114,68.4,,,,,,
18061,Posey County,75.4,78,74.6,,,,,,
18063,Pulaski County,72.2,112,69.1,,,,,,
18065,Putnam County,72.2,98,70.4,,,,,,
18067,Randolph County,72.3,113,69.1,,,,,,
18069,Ripley County,72,89,70.7,,,,,,
18071,Rush County,72.2,97,70.3,,,,,,
18073,St. Joseph County,71.6,115,67.9,,,,,,
18075,Scott County,73.6,93,72,,,,,,
18077,Shelby County,72.9,95,71.2,,,,,,
18079,Spencer County,74.3,72,73.7,,,,,,
18081,Starke County,72.2,115,68.7,,,,,,
18083,Steuben County,70.4,110,67.4,,,,,,
18085,Sullivan County,74.7,105,72.1,,,,,,
18087,Switzerland County,73.1,94,71.5,,,,,,
18089,Tippecanoe County,73,108,70.2,,,,,,
18091,Tipton County,72.1,102,69.8,,,,,,
18093,Union County,71.6,96,70,,,,,,
18095,Vanderburgh County,75.8,89,74.4,,,,,,
18097,Vermillion County,73.8,101,71.4,,,,,,
18099,Vigo County,74.8,110,71.8,,,,,,
18101,Wabash County,72.1,105,69.7,,,,,,
18103,Warren County,72.8,101,70.4,,,,,,
18105,Warrick County,75.2,90,73.7,,,,,,
18107,Washington County,73.1,95,71.4,,,,,,
18109,Wayne County,71.5,101,69.4,,,,,,
18111,Wells County,72.3,108,69.5,,,,,,
18113,White County,72.5,108,69.7,,,,,,
18115,Whitley County,71.8,111,68.8,,,,,,
18117,Adair County,72.6,109,69.5,,,,,,
18119,Adams County,72.8,106,69.9,,,,,,
18121,Allamakee County,72,122,67.3,,,,,,
18123,Appanoose County,73.2,103,70.8,,,,,,
18125,Audubon County,72.7,112,68.9,,,,,,
18127,Benton County,73.4,121,68.8,,,,,,
18129,Black Hawk County,74.4,125,68.4,,,,,,
18131,Boone County,74,119,69.5,,,,,,
18133,Bremer County,74.4,125,67.7,,,,,,
18135,Buchanan County,73.1,124,67.9,,,,,,
18137,Buena Vista County,73.7,120,68.2,,,,,,
18139,Butler County,74.5,125,68.2,,,,,,
18141,Calhoun County,73.8,119,69.1,,,,,,
18143,Carroll County,73.3,117,68.9,,,,,,
18145,Cass County,73.3,110,69.8,,,,,,
18147,Cedar County,72.9,111,69.6,,,,,,
18149,Cerro Gordo County,73.8,125,67.6,,,,,,
18151,Cherokee County,73.4,120,68.2,,,,,,
18153,Chickasaw County,73.3,125,67,,,,,,
18155,Clarke County,73.6,111,70.2,,,,,,
18157,Clay County,73.4,121,67.8,,,,,,
18159,Clayton County,72.1,121,67.8,,,,,,
18161,Clinton County,73.9,121,69.4,,,,,,
18163,Crawford County,72.9,113,68.8,,,,,,
18165,Dallas County,74.4,117,70.2,,,,,,
18167,Davis County,73.4,103,70.9,,,,,,
18169,Decatur County,73.6,108,70.4,,,,,,
18171,Delaware County,71.8,119,67.6,,,,,,
18173,Des Moines County,73.4,103,71.2,,,,,,
18175,Dickinson County,72.9,122,67.3,,,,,,
18177,Dubuque County,71.9,119,68,,,,,,
18179,Emmet County,72.9,122,67.5,,,,,,
18181,Fayette County,72.8,124,67.2,,,,,,
18183,Floyd County,73.8,125,67.7,,,,,,
19001,Franklin County,74,125,67.8,,,,,,
19003,Fremont County,74.6,107,71.8,,,,,,
19005,Greene County,73.7,117,69.4,,,,,,
19007,Grundy County,73.8,123,68.5,,,,,,
19009,Guthrie County,73.3,116,69.4,,,,,,
19011,Hamilton County,73,117,68.7,,,,,,
19013,Hancock County,73.5,124,67.8,,,,,,
19015,Hardin County,73.6,121,68.4,,,,,,
19017,Harrison County,74.5,116,70.2,,,,,,
19019,Henry County,72.7,95,71,,,,,,
19021,Howard County,71.8,124,66,,,,,,
19023,Humboldt County,73.6,121,68.7,,,,,,
19025,Ida County,73.2,118,68.6,,,,,,
19027,Iowa County,73.3,116,69.4,,,,,,
19029,Jackson County,73,121,68.7,,,,,,
19031,Jasper County,73.9,118,69.9,,,,,,
19033,Jefferson County,72.1,87,70.8,,,,,,
19035,Johnson County,72.8,109,69.8,,,,,,
19037,Jones County,72.8,120,68.6,,,,,,
19039,Keokuk County,72.9,109,70,,,,,,
19041,Kossuth County,73.4,123,68,,,,,,
19043,Lee County,73.3,88,71.8,,,,,,
19045,Linn County,73.4,121,68.8,,,,,,
19047,Louisa County,73.4,106,70.7,,,,,,
19049,Lucas County,73.2,108,70.4,,,,,,
19051,Lyon County,73.3,121,67.8,,,,,,
19053,Madison County,73.5,112,70.3,,,,,,
19055,Mahaska County,73.4,109,70.3,,,,,,
19057,Marion County,73.5,107,70.8,,,,,,
19059,Marshall County,73.6,121,69.1,,,,,,
19061,Mills County,74.8,110,71.4,,,,,,
19063,Mitchell County,72.9,125,66.8,,,,,,
19065,Monona County,73.7,114,69.8,,,,,,
19067,Monroe County,73.2,105,70.8,,,,,,
19069,Montgomery County,73.8,107,70.7,,,,,,
19071,Muscatine County,73,106,70.3,,,,,,
19073,O'Brien County,73.6,120,67.9,,,,,,
19075,Osceola County,73,121,67.3,,,,,,
19077,Page County,74.3,109,71.1,,,,,,
19079,Palo Alto County,73.5,123,68,,,,,,
19081,Plymouth County,73.6,121,68.7,,,,,,
19083,Pocahontas County,73.7,119,68.6,,,,,,
19085,Polk County,74.7,118,70.6,,,,,,
19087,Pottawattamie County,74.7,113,70.6,,,,,,
19089,Poweshiek County,73.3,118,69.2,,,,,,
19091,Ringgold County,73,105,70.1,,,,,,
19093,Sac County,73.7,120,68.6,,,,,,
19095,Scott County,74.3,121,69.8,,,,,,
19097,Shelby County,73.2,113,69.4,,,,,,
19099,Sioux County,73.6,121,68.3,,,,,,
19101,Story County,73.9,118,69.4,,,,,,
19103,Tama County,73.5,121,68.7,,,,,,
19105,Taylor County,73.4,108,70.1,,,,,,
19107,Union County,72.3,103,69.8,,,,,,
19109,Van Buren County,73,91,71.4,,,,,,
19111,Wapello County,73,102,70.8,,,,,,
19113,Warren County,74.1,112,71,,,,,,
19115,Washington County,72.6,104,70,,,,,,
19117,Wayne County,72.9,105,70.4,,,,,,
19119,Webster County,73.3,118,69,,,,,,
19121,Winnebago County,72.9,123,67.4,,,,,,
19123,Winneshiek County,72.4,124,66.4,,,,,,
19125,Woodbury County,73.4,114,69.2,,,,,,
19127,Worth County,73.3,125,67.2,,,,,,
19129,Wright County,73.1,120,68.2,,,,,,
19131,Allen County,75.8,89,74.4,,,,,,
19133,Anderson County,75.6,98,73.8,,,,,,
19135,Atchison County,75.4,104,72.8,,,,,,
19137,Barber County,77.5,91,75.6,,,,,,
19139,Barton County,75.2,82,73.9,,,,,,
19141,Bourbon County,75.6,86,74.5,,,,,,
19143,Brown County,75.1,106,72.2,,,,,,
19145,Butler County,76.5,99,74.3,,,,,,
19147,Chase County,75.6,100,73.5,,,,,,
19149,Chautauqua County,76,79,75.4,,,,,,
19151,Cherokee County,76.3,83,75.2,,,,,,
19153,Cheyenne County,73.4,108,69.5,,,,,,
19155,Clark County,77.2,89,75.4,,,,,,
19157,Clay County,77,113,73.5,,,,,,
19159,Cloud County,76.6,110,73.2,,,,,,
19161,Coffey County,76.2,101,73.7,,,,,,
19163,Comanche County,77,86,75.4,,,,,,
19165,Cowley County,76.6,88,75.2,,,,,,
19167,Crawford County,75.9,84,74.7,,,,,,
19169,Decatur County,74.4,107,70.9,,,,,,
19171,Dickinson County,77.7,112,74,,,,,,
19173,Doniphan County,75.5,107,72.9,,,,,,
19175,Douglas County,76.8,111,73.5,,,,,,
19177,Edwards County,76,91,73.9,,,,,,
19179,Elk County,75.6,84,74.5,,,,,,
19181,Ellis County,74.8,86,72.9,,,,,,
19183,Ellsworth County,76.8,99,74.2,,,,,,
19185,Finney County,75.2,93,72.7,,,,,,
19187,Ford County,76.7,101,73.7,,,,,,
19189,Franklin County,76.5,105,73.6,,,,,,
19191,Geary County,76.9,110,73.5,,,,,,
19193,Gove County,74.6,95,71.9,,,,,,
19195,Graham County,74.8,91,72.1,,,,,,
19197,Grant County,75.1,86,73.6,,,,,,
20001,Gray County,75.9,95,73.2,,,,,,
20003,Greeley County,72.7,88,70.9,,,,,,
20005,Greenwood County,75.8,98,73.8,,,,,,
20007,Hamilton County,73.8,84,72.6,,,,,,
20009,Harper County,77.2,79,76.2,,,,,,
20011,Harvey County,77.7,106,74.6,,,,,,
20013,Haskell County,75.2,89,73.4,,,,,,
20015,Hodgeman County,76.7,98,73.6,,,,,,
20017,Jackson County,75.4,106,72.7,,,,,,
20019,Jefferson County,76.1,107,73,,,,,,
20021,Jewell County,75.2,102,72.3,,,,,,
20023,Johnson County,76.4,109,73.3,,,,,,
20025,Kearny County,74.3,86,72.7,,,,,,
20027,Kingman County,76.9,89,75.4,,,,,,
20029,Kiowa County,76.2,93,74.3,,,,,,
20031,Labette County,76.6,84,75.4,,,,,,
20033,Lane County,75,95,72.2,,,,,,
20035,Leavenworth County,76.5,108,73.3,,,,,,
20037,Lincoln County,76.8,101,73.8,,,,,,
20039,Linn County,75.6,90,74.1,,,,,,
20041,Logan County,74,95,71.3,,,,,,
20043,Lyon County,75.8,102,73.3,,,,,,
20045,McPherson County,77.7,107,74.2,,,,,,
20047,Marion County,76.8,104,73.8,,,,,,
20049,Marshall County,75.4,108,72.7,,,,,,
20051,Meade County,76.8,92,74.7,,,,,,
20053,Miami County,76.1,104,73.5,,,,,,
20055,Mitchell County,75.8,97,73.3,,,,,,
20057,Montgomery County,76.7,81,75.8,,,,,,
20059,Morris County,75.9,105,73.1,,,,,,
20061,Morton County,74.7,78,73.7,,,,,,
20063,Nemaha County,74.8,106,72.1,,,,,,
20065,Neosho County,76.3,89,74.9,,,,,,
20067,Ness County,75.4,88,73.2,,,,,,
20069,Norton County,74.7,106,71.4,,,,,,
20071,Osage County,77.2,117,73.3,,,,,,
20073,Osborne County,75.4,95,73.1,,,,,,
20075,Ottawa County,77.5,111,73.8,,,,,,
20077,Pawnee County,75.3,81,73.8,,,,,,
20079,Phillips County,74.6,95,72.1,,,,,,
20081,Pottawatomie County,76.1,107,73.2,,,,,,
20083,Pratt County,76.2,84,74.6,,,,,,
20085,Rawlins County,73.6,103,70.3,,,,,,
20087,Reno County,77.1,94,75,,,,,,
20089,Republic County,75.5,106,72.4,,,,,,
20091,Rice County,76.6,93,74.4,,,,,,
20093,Riley County,76.8,111,73.5,,,,,,
20095,Rooks County,74.7,87,72.8,,,,,,
20097,Rush County,74.8,80,73.4,,,,,,
20099,Russell County,76.2,95,73.7,,,,,,
20101,Saline County,78.1,107,74.3,,,,,,
20103,Scott County,74.4,92,71.9,,,,,,
20105,Sedgwick County,77.4,94,75.3,,,,,,
20107,Seward County,75.9,89,74.3,,,,,,
20109,Shawnee County,76.8,111,73.3,,,,,,
20111,Sheridan County,73.9,94,71.3,,,,,,
20113,Sherman County,72.9,105,69.2,,,,,,
20115,Smith County,74.4,92,72.3,,,,,,
20117,Stafford County,75.6,79,74.3,,,,,,
20119,Stanton County,74.5,82,73.3,,,,,,
20121,Stevens County,75.2,82,73.9,,,,,,
20123,Sumner County,77.5,89,76.1,,,,,,
20125,Thomas County,73.1,96,70.3,,,,,,
20127,Trego County,74.7,90,72.4,,,,,,
20129,Wabaunsee County,76.2,110,73.1,,,,,,
20131,Wallace County,73.4,101,70.3,,,,,,
20133,Washington County,75.4,102,72.6,,,,,,
20135,Wichita County,73.5,90,71.5,,,,,,
20137,Wilson County,76.4,89,75.1,,,,,,
20139,Woodson County,75.8,92,74.2,,,,,,
20141,Wyandotte County,76.5,106,73.5,,,,,,
20143,Adair County,74,94,72.5,,,,,,
20145,Allen County,75.1,82,73.9,,,,,,
20147,Anderson County,73.8,95,72,,,,,,
20149,Ballard County,76.8,91,75.1,,,,,,
20151,Barren County,75.3,93,73.8,,,,,,
20153,Bath County,71.3,54,71.5,,,,,,
20155,Bell County,70,57,70.4,,,,,,
20157,Boone County,73.2,95,71.3,,,,,,
20159,Bourbon County,72,71,71.3,,,,,,
20161,Boyd County,72.4,91,70.8,,,,,,
20163,Boyle County,73.2,93,71.7,,,,,,
20165,Bracken County,72.1,81,71.2,,,,,,
20167,Breathitt County,72.9,83,72.1,,,,,,
20169,Breckinridge County,73.7,76,72.9,,,,,,
20171,Bullitt County,75.1,101,73,,,,,,
20173,Butler County,75.2,84,73.9,,,,,,
20175,Caldwell County,75.5,76,74.7,,,,,,
20177,Calloway County,76.2,84,75.1,,,,,,
20179,Campbell County,73.2,93,71.7,,,,,,
20181,Carlisle County,76.8,90,75.3,,,,,,
20183,Carroll County,73.7,93,72.1,,,,,,
20185,Carter County,71.2,72,70.5,,,,,,
20187,Casey County,72.8,86,71.5,,,,,,
20189,Christian County,75.1,76,74.5,,,,,,
20191,Clark County,72.1,68,71.5,,,,,,
20193,Clay County,72.2,79,71.4,,,,,,
20195,Clinton County,73.9,101,72.2,,,,,,
20197,Crittenden County,75.4,77,74.6,,,,,,
20199,Cumberland County,74.5,96,73.2,,,,,,
20201,Daviess County,75,77,74,,,,,,
20203,Edmonson County,75.4,101,73.5,,,,,,
20205,Elliott County,71.2,66,70.8,,,,,,
20207,Estill County,72.6,69,72.2,,,,,,
20209,Fayette County,72.7,86,71.3,,,,,,
21001,Fleming County,71,57,71.2,,,,,,
21003,Floyd County,72.1,66,72,,,,,,
21005,Franklin County,73.8,95,72,,,,,,
21007,Fulton County,76.6,76,76,,,,,,
21009,Gallatin County,73.5,96,71.9,,,,,,
21011,Garrard County,73.3,92,71.9,,,,,,
21013,Grant County,72.9,90,71.5,,,,,,
21015,Graves County,76.3,87,75.1,,,,,,
21017,Grayson County,74.3,90,72.8,,,,,,
21019,Green County,74.6,93,73.2,,,,,,
21021,Greenup County,71.8,82,70.6,,,,,,
21023,Hancock County,73.6,64,73.6,,,,,,
21025,Hardin County,74.2,93,72.6,,,,,,
21027,Harlan County,68.8,58,69.1,,,,,,
21029,Harrison County,72.4,81,71.5,,,,,,
21031,Hart County,74.9,95,73.2,,,,,,
21033,Henderson County,75.9,86,74.6,,,,,,
21035,Henry County,73.6,94,71.8,,,,,,
21037,Hickman County,76.5,85,75.5,,,,,,
21039,Hopkins County,76,86,74.7,,,,,,
21041,Jackson County,71.9,82,71,,,,,,
21043,Jefferson County,75.4,102,73.2,,,,,,
21045,Jessamine County,73.3,92,71.7,,,,,,
21047,Johnson County,71.6,60,71.4,,,,,,
21049,Kenton County,73,94,71.4,,,,,,
21051,Knott County,71.7,74,71.2,,,,,,
21053,Knox County,71.5,67,71.3,,,,,,
21055,Larue County,74.1,92,72.6,,,,,,
21057,Laurel County,72.2,83,71.3,,,,,,
21059,Lawrence County,71.8,76,71,,,,,,
21061,Lee County,72.7,73,72.3,,,,,,
21063,Leslie County,71.4,74,70.9,,,,,,
21065,Letcher County,70.4,69,70,,,,,,
21067,Lewis County,71.2,70,70.7,,,,,,
21069,Lincoln County,72.6,85,71.4,,,,,,
21071,Livingston County,75.9,84,74.9,,,,,,
21073,Logan County,74.6,69,74.3,,,,,,
21075,Lyon County,76,77,75,,,,,,
21077,McCracken County,76.8,90,75.1,,,,,,
21079,McCreary County,71.8,75,71.2,,,,,,
21081,McLean County,75.8,87,74.4,,,,,,
21083,Madison County,73,78,72,,,,,,
21085,Magoffin County,71.9,70,71.5,,,,,,
21087,Marion County,73.8,94,72.3,,,,,,
21089,Marshall County,76.7,87,75.3,,,,,,
21091,Martin County,71.7,62,71.7,,,,,,
21093,Mason County,71.4,70,70.9,,,,,,
21095,Meade County,74,83,72.8,,,,,,
21097,Menifee County,71.2,56,71.4,,,,,,
21099,Mercer County,73.6,96,71.9,,,,,,
21101,Metcalfe County,74.4,92,73,,,,,,
21103,Monroe County,74.3,79,73.3,,,,,,
21105,Montgomery County,71.5,62,71.3,,,,,,
21107,Morgan County,71.5,60,71.5,,,,,,
21109,Muhlenberg County,75.4,80,74.3,,,,,,
21111,Nelson County,74.4,93,72.7,,,,,,
21113,Nicholas County,71.5,67,71.2,,,,,,
21115,Ohio County,74.8,80,73.7,,,,,,
21117,Oldham County,74.2,98,72.3,,,,,,
21119,Owen County,73.2,92,71.7,,,,,,
21121,Owsley County,72.8,83,72,,,,,,
21123,Pendleton County,72.8,87,71.6,,,,,,
21125,Perry County,72.2,78,71.5,,,,,,
21127,Pike County,71.4,57,71.7,,,,,,
21129,Powell County,72.1,63,71.9,,,,,,
21131,Pulaski County,72.6,81,71.6,,,,,,
21133,Robertson County,71.8,70,71.3,,,,,,
21135,Rockcastle County,72.3,83,71.2,,,,,,
21137,Rowan County,70.7,54,71.1,,,,,,
21139,Russell County,73.7,94,72.2,,,,,,
21141,Scott County,72.9,87,71.5,,,,,,
21143,Shelby County,73.8,98,71.9,,,,,,
21145,Simpson County,74.9,76,74.1,,,,,,
21147,Spencer County,74.4,97,72.5,,,,,,
21149,Taylor County,73.8,94,72.4,,,,,,
21151,Todd County,74.4,66,74.2,,,,,,
21153,Trigg County,75.6,77,74.8,,,,,,
21155,Trimble County,73.6,91,72,,,,,,
21157,Union County,75.5,76,74.8,,,,,,
21159,Warren County,75.8,93,74.2,,,,,,
21161,Washington County,73.8,93,72.2,,,,,,
21163,Wayne County,73.1,96,71.8,,,,,,
21165,Webster County,75.7,79,74.7,,,,,,
21167,Whitley County,71.6,67,71.4,,,,,,
21169,Wolfe County,72.1,68,71.8,,,,,,
21171,Woodford County,73.5,96,71.7,,,,,,
21173,Acadia Parish,80.6,47,80.9,,,,,,
21175,Allen Parish,80.1,55,80.3,,,,,,
21177,Ascension Parish,80.9,89,80.1,,,,,,
21179,Assumption Parish,80.9,86,80.2,,,,,,
21181,Avoyelles Parish,80.6,80,80.2,,,,,,
21183,Beauregard Parish,80.3,88,79.7,,,,,,
21185,Bienville Parish,80.5,113,78.6,,,,,,
21187,Bossier Parish,80.6,100,79.1,,,,,,
21189,Caddo Parish,80.7,96,79.5,,,,,,
21191,Calcasieu Parish,80.8,80,80.4,,,,,,
21193,Caldwell Parish,79.6,77,79.2,,,,,,
21195,Cameron Parish,81,76,80.8,,,,,,
21197,Catahoula Parish,80.4,85,79.8,,,,,,
21199,Claiborne Parish,79.4,94,78.3,,,,,,
21201,Concordia Parish,80.5,90,79.8,,,,,,
21203,De Soto Parish,80.7,101,79.2,,,,,,
21205,East Baton Rouge Parish,80.4,71,79.9,,,,,,
21207,East Carroll Parish,79.3,69,79.2,,,,,,
21209,East Feliciana Parish,79.8,72,79.4,,,,,,
21211,Evangeline Parish,80.4,55,80.5,,,,,,
21213,Franklin Parish,79.8,70,79.5,,,,,,
21215,Grant Parish,79.8,77,79.6,,,,,,
21217,Iberia Parish,80.8,78,80.4,,,,,,
21219,Iberville Parish,80.8,86,80.1,,,,,,
21221,Jackson Parish,79.5,94,78.4,,,,,,
21223,Jefferson Parish,81.5,91,80.7,,,,,,
21225,Jefferson Davis Parish,80.6,46,81,,,,,,
21227,Lafayette Parish,80.6,57,80.6,,,,,,
21229,Lafourche Parish,81.3,91,80.6,,,,,,
21231,La Salle Parish,80,80,79.7,,,,,,
21233,Lincoln Parish,79.5,99,78.2,,,,,,
21235,Livingston Parish,80.5,84,79.9,,,,,,
21237,Madison Parish,79.6,71,79.3,,,,,,
21239,Morehouse Parish,79.2,75,78.8,,,,,,
22001,Natchitoches Parish,80.4,91,79.4,,,,,,
22003,Orleans Parish,81,91,80.2,,,,,,
22005,Ouachita Parish,79.4,79,78.9,,,,,,
22007,Plaquemines Parish,81.3,92,80.5,,,,,,
22009,Pointe Coupee Parish,80.7,79,80.1,,,,,,
22011,Rapides Parish,80.2,76,80,,,,,,
22013,Red River Parish,80.8,109,79.2,,,,,,
22015,Richland Parish,79.5,68,79.3,,,,,,
22017,Sabine Parish,80.2,94,79,,,,,,
22019,St. Bernard Parish,80.9,90,80.2,,,,,,
