Fips,Name,Temp,Rank,Past Mean,,,,,,
22021,St. Charles Parish,81.4,92,80.5,,,,,,
22023,St. Helena Parish,79.7,80,79.1,,,,,,
22025,St. James Parish,81,88,80.3,,,,,,
22027,St. John the Baptist Parish,81.1,90,80.4,,,,,,
22029,St. Landry Parish,80.6,71,80.4,,,,,,
22031,St. Martin Parish,80.7,76,80.3,,,,,,
22033,St. Mary Parish,80.7,74,80.3,,,,,,
22035,St. Tammany Parish,80.5,98,79.4,,,,,,
22037,Tangipahoa Parish,80.2,93,79.4,,,,,,
22039,Tensas Parish,79.9,73,79.5,,,,,,
22041,Terrebonne Parish,81.1,84,80.4,,,,,,
22043,Union Parish,79.1,85,78.4,,,,,,
22045,Vermilion Parish,80.7,50,80.8,,,,,,
22047,Vernon Parish,80,90,79.1,,,,,,
22049,Washington Parish,80,95,79.1,,,,,,
22051,Webster Parish,80.5,106,78.8,,,,,,
22053,West Baton Rouge Parish,80.7,78,80.2,,,,,,
22055,West Carroll Parish,79.2,68,79.1,,,,,,
22057,West Feliciana Parish,80.4,80,79.7,,,,,,
22059,Winn Parish,79.7,85,79.1,,,,,,
22061,Androscoggin County,67.9,127,62,,,,,,
22063,Aroostook County,63.3,125,58.9,,,,,,
22065,Cumberland County,68.6,127,62.2,,,,,,
22067,Franklin County,62.8,125,58.3,,,,,,
22069,Hancock County,66.4,127,60.7,,,,,,
22071,Kennebec County,67.4,127,62,,,,,,
22073,Knox County,65.9,127,59.9,,,,,,
22075,Lincoln County,66.6,127,60.8,,,,,,
22077,Oxford County,65.2,127,60.1,,,,,,
22079,Penobscot County,66.1,126,61,,,,,,
22081,Piscataquis County,63.8,125,59,,,,,,
22083,Sagadahoc County,67.4,127,61.5,,,,,,
22085,Somerset County,63.6,125,59,,,,,,
22087,Waldo County,66.4,127,60.9,,,,,,
22089,Washington County,65.9,127,59.7,,,,,,
22091,York County,68.6,127,62.8,,,,,,
22093,Allegany County,69.6,83,68.7,,,,,,
22095,Anne Arundel County,76,120,72.3,,,,,,
22097,Baltimore County,73.6,120,70.3,,,,,,
22099,Calvert County,75.3,120,72.2,,,,,,
22101,Caroline County,75.6,124,71.4,,,,,,
22103,Carroll County,71.9,116,69.1,,,,,,
22105,Cecil County,73.5,118,70.6,,,,,,
22107,Charles County,75.6,119,72.4,,,,,,
22109,Dorchester County,75.9,124,72.1,,,,,,
22111,Frederick County,72,113,69.9,,,,,,
22113,Garrett County,65.4,86,64.1,,,,,,
22115,Harford County,73.7,118,70.7,,,,,,
22117,Howard County,73.2,120,70,,,,,,
22119,Kent County,74.7,118,71.6,,,,,,
22121,Montgomery County,73.2,117,70.4,,,,,,
22123,Prince George's County,75,120,71.8,,,,,,
22125,Queen Anne's County,75.1,120,71.6,,,,,,
22127,St. Mary's County,75.6,121,72.4,,,,,,
23001,Somerset County,75,116,72,,,,,,
23003,Talbot County,76.1,123,72.3,,,,,,
23005,Washington County,71.6,105,69.7,,,,,,
23007,Wicomico County,75.1,121,71.5,,,,,,
23009,Worcester County,74,116,71,,,,,,
23011,Baltimore City,75.9,121,72,,,,,,
23013,"Washington, D.C.",75,118,72,,,,,,
23015,Barnstable County,67.6,125,63.4,,,,,,
23017,Berkshire County,66.9,126,62.3,,,,,,
23019,Bristol County,70.5,127,65.2,,,,,,
23021,Dukes County,67.9,123,63.7,,,,,,
23023,Essex County,69.8,127,64.7,,,,,,
23025,Franklin County,69.1,127,63.9,,,,,,
23027,Hampden County,69.3,124,65.1,,,,,,
23029,Hampshire County,69.1,123,64.7,,,,,,
23031,Middlesex County,71,127,65.5,,,,,,
24001,Nantucket County,66.1,127,61.2,,,,,,
24003,Norfolk County,71.4,127,65.4,,,,,,
24005,Plymouth County,70.5,127,65,,,,,,
24009,Suffolk County,71.4,127,65.4,,,,,,
24011,Worcester County,69.6,127,64.2,,,,,,
24013,Alcona County,67,125,61.8,,,,,,
24015,Alger County,63.2,119,59.2,,,,,,
24017,Allegan County,70.5,117,66.9,,,,,,
24019,Alpena County,67.3,125,61.6,,,,,,
24021,Antrim County,66.8,122,62.1,,,,,,
24023,Arenac County,69,124,64,,,,,,
24025,Baraga County,64.5,123,58.7,,,,,,
24027,Barry County,70.4,117,66.8,,,,,,
24029,Bay County,70.1,124,65.4,,,,,,
24031,Benzie County,67.4,124,61.3,,,,,,
24033,Berrien County,71,116,67.6,,,,,,
24035,Branch County,70.4,113,67.2,,,,,,
24037,Calhoun County,70.9,120,66.8,,,,,,
24039,Cass County,71,117,67.5,,,,,,
24041,Charlevoix County,66.4,121,62.1,,,,,,
24043,Cheboygan County,65.7,120,61.7,,,,,,
24045,Chippewa County,63.3,122,58.6,,,,,,
24047,Clare County,67.6,120,63.6,,,,,,
24510,Clinton County,71,121,66.5,,,,,,
25001,Crawford County,67,124,62.2,,,,,,
25003,Delta County,64.2,120,60.1,,,,,,
25005,Dickinson County,66.8,124,60.5,,,,,,
25007,Eaton County,70.8,120,66.6,,,,,,
25009,Emmet County,65.3,121,60.8,,,,,,
25011,Genesee County,70.6,122,66.1,,,,,,
25013,Gladwin County,68.8,123,64.4,,,,,,
25015,Gogebic County,64.6,121,60,,,,,,
25017,Grand Traverse County,67.5,124,62,,,,,,
25019,Gratiot County,70.4,122,66.1,,,,,,
25021,Hillsdale County,70.1,114,66.7,,,,,,
25023,Houghton County,65.2,124,59.4,,,,,,
25025,Huron County,68.6,125,63.6,,,,,,
25027,Ingham County,70.6,121,66.3,,,,,,
26001,Ionia County,70,119,66.3,,,,,,
26003,Iosco County,68,125,62.8,,,,,,
26005,Iron County,65.3,123,59.3,,,,,,
26007,Isabella County,68.9,119,65,,,,,,
26009,Jackson County,70.4,119,66.4,,,,,,
26011,Kalamazoo County,71.3,119,67.3,,,,,,
26013,Kalkaska County,67,123,62.2,,,,,,
26015,Kent County,69.4,116,66,,,,,,
26017,Keweenaw County,62.9,125,57.3,,,,,,
26019,Lake County,67.3,119,63.5,,,,,,
26021,Lapeer County,70.5,123,65.7,,,,,,
26023,Leelanau County,66.6,124,61,,,,,,
26025,Lenawee County,71.2,117,67.6,,,,,,
26027,Livingston County,70.1,121,65.8,,,,,,
26029,Luce County,62.3,120,58.3,,,,,,
26031,Mackinac County,63.2,119,59,,,,,,
26033,Macomb County,72.3,125,66.8,,,,,,
26035,Manistee County,67.5,123,62.3,,,,,,
26037,Marquette County,64.7,122,59.3,,,,,,
26039,Mason County,67.2,120,62.9,,,,,,
26041,Mecosta County,67.6,115,64.3,,,,,,
26043,Menominee County,66.5,121,61.7,,,,,,
26045,Midland County,70.1,123,65.8,,,,,,
26047,Missaukee County,66.8,121,62.4,,,,,,
26049,Monroe County,72.8,123,68.1,,,,,,
26051,Montcalm County,68.7,116,65.2,,,,,,
26053,Montmorency County,67,125,62.2,,,,,,
26055,Muskegon County,68.8,118,64.8,,,,,,
26057,Newaygo County,67.8,115,64.5,,,,,,
26059,Oakland County,71,123,66.1,,,,,,
26061,Oceana County,67.5,117,63.6,,,,,,
26063,Ogemaw County,67.9,124,62.8,,,,,,
26065,Ontonagon County,65.2,122,60,,,,,,
26067,Osceola County,66.8,119,63.1,,,,,,
26069,Oscoda County,67.2,124,62.2,,,,,,
26071,Otsego County,66.2,122,61.7,,,,,,
26073,Ottawa County,69.7,118,66,,,,,,
26075,Presque Isle County,66.3,122,61.6,,,,,,
26077,Roscommon County,67.4,124,62.6,,,,,,
26079,Saginaw County,70.8,123,66.3,,,,,,
26081,St. Clair County,71.4,125,66,,,,,,
26083,St. Joseph County,71.1,114,67.7,,,,,,
26085,Sanilac County,69.7,124,64.6,,,,,,
26087,Schoolcraft County,63.4,116,60,,,,,,
26089,Shiawassee County,70.6,121,66.3,,,,,,
26091,Tuscola County,70.2,124,65.5,,,,,,
26093,Van Buren County,71,117,67.2,,,,,,
26095,Washtenaw County,70.5,121,66.4,,,,,,
26097,Wayne County,72.7,123,67.4,,,,,,
26099,Wexford County,66.8,122,62.2,,,,,,
26101,Aitkin County,67.8,126,61.6,,,,,,
26103,Anoka County,73.6,126,66.5,,,,,,
26105,Becker County,69.6,125,63.4,,,,,,
26107,Beltrami County,67.9,124,61.9,,,,,,
26109,Benton County,70.8,125,64.8,,,,,,
26111,Big Stone County,73.2,125,66,,,,,,
26113,Blue Earth County,73.7,123,67.8,,,,,,
26115,Brown County,74,123,68,,,,,,
26117,Carlton County,66.5,126,60.4,,,,,,
26119,Carver County,73.9,125,67.1,,,,,,
26121,Cass County,68.8,126,62.5,,,,,,
26123,Chippewa County,74,125,66.8,,,,,,
26125,Chisago County,72,126,65.6,,,,,,
26127,Clay County,70.9,125,64.9,,,,,,
26129,Clearwater County,68.4,124,62.3,,,,,,
26131,Cook County,62.7,127,56.8,,,,,,
26133,Cottonwood County,73.1,124,66.8,,,,,,
26135,Crow Wing County,69.5,126,63.1,,,,,,
26137,Dakota County,74.7,126,67.3,,,,,,
26139,Dodge County,72.1,126,65.7,,,,,,
26141,Douglas County,70.2,125,64.1,,,,,,
26143,Faribault County,73.2,122,67.8,,,,,,
26145,Fillmore County,71.6,125,65.9,,,,,,
26147,Freeborn County,72.9,124,66.8,,,,,,
26149,Goodhue County,72.9,126,66.4,,,,,,
26151,Grant County,71.8,125,65.1,,,,,,
26153,Hennepin County,74.3,126,67.1,,,,,,
26155,Houston County,72.7,124,66.9,,,,,,
26157,Hubbard County,68.9,125,62.5,,,,,,
26159,Isanti County,71.7,125,65.4,,,,,,
26161,Itasca County,67,125,61,,,,,,
26163,Jackson County,72.9,123,66.8,,,,,,
26165,Kanabec County,69.6,126,63.7,,,,,,
27001,Kandiyohi County,73,125,65.9,,,,,,
27003,Kittson County,69.2,125,62.2,,,,,,
27005,Koochiching County,66.7,124,60.7,,,,,,
27007,Lac qui Parle County,73.8,125,66.8,,,,,,
27009,Lake County,63.9,125,58.5,,,,,,
27011,Lake of the Woods County,67,124,61.2,,,,,,
27013,Le Sueur County,73.6,124,67.3,,,,,,
27015,Lincoln County,72.4,124,65.7,,,,,,
27017,Lyon County,73.8,125,66.9,,,,,,
27019,McLeod County,73.6,125,66.8,,,,,,
27021,Mahnomen County,69.2,125,63,,,,,,
27023,Marshall County,69,124,62.7,,,,,,
27025,Martin County,73.2,123,67.5,,,,,,
27027,Meeker County,72.8,125,66,,,,,,
27029,Mille Lacs County,70,126,63.8,,,,,,
27031,Morrison County,70.1,125,64.2,,,,,,
27033,Mower County,72.2,126,65.7,,,,,,
27035,Murray County,72.7,124,66.2,,,,,,
27037,Nicollet County,73.9,123,67.8,,,,,,
27039,Nobles County,72.6,123,66.7,,,,,,
27041,Norman County,70.3,124,64.6,,,,,,
27043,Olmsted County,72.2,126,65.7,,,,,,
27045,Otter Tail County,70.1,124,64.3,,,,,,
27047,Pennington County,69,124,63,,,,,,
27049,Pine County,68.4,126,62.4,,,,,,
27051,Pipestone County,72.6,124,66,,,,,,
27053,Polk County,69.8,124,63.8,,,,,,
27055,Pope County,71.9,125,64.7,,,,,,
27057,Ramsey County,74.7,126,67.2,,,,,,
27059,Red Lake County,69.3,124,63.5,,,,,,
27061,Redwood County,74,124,67.6,,,,,,
27063,Renville County,74,125,67.2,,,,,,
27065,Rice County,73.3,126,66.8,,,,,,
27067,Rock County,73.1,122,67,,,,,,
27069,Roseau County,67.5,124,61.4,,,,,,
27071,St. Louis County,65.3,125,59.8,,,,,,
27073,Scott County,74.4,126,67.5,,,,,,
27075,Sherburne County,72.1,125,65.7,,,,,,
27077,Sibley County,73.8,124,67.4,,,,,,
27079,Stearns County,71.1,125,65.1,,,,,,
27081,Steele County,72.7,126,66.4,,,,,,
27083,Stevens County,72.9,125,65.4,,,,,,
27085,Swift County,73.6,125,66,,,,,,
27087,Todd County,69.7,125,64.1,,,,,,
27089,Traverse County,72.4,125,65.7,,,,,,
27091,Wabasha County,72.7,125,66.4,,,,,,
27093,Wadena County,69.7,125,63.6,,,,,,
27095,Waseca County,73,124,67,,,,,,
27097,Washington County,74.3,126,66.8,,,,,,
27099,Watonwan County,73.7,124,67.8,,,,,,
27101,Wilkin County,71.6,125,65.4,,,,,,
27103,Winona County,72.4,126,66.3,,,,,,
27105,Wright County,72.9,125,66.3,,,,,,
27107,Yellow Medicine County,74,124,67.2,,,,,,
27109,Adams County,80,89,79.2,,,,,,
27111,Alcorn County,76.1,61,76.1,,,,,,
27113,Amite County,79.3,79,78.8,,,,,,
27115,Attala County,77.9,74,77.4,,,,,,
27117,Benton County,75.6,41,76.4,,,,,,
27119,Bolivar County,77.7,27,79,,,,,,
27121,Calhoun County,76.8,40,77.5,,,,,,
27123,Carroll County,78.2,79,77.8,,,,,,
27125,Chickasaw County,76.9,39,77.7,,,,,,
27127,Choctaw County,77.1,60,77.1,,,,,,
27129,Claiborne County,79.7,82,79.1,,,,,,
27131,Clarke County,78.3,59,78.3,,,,,,
27133,Clay County,77.3,42,78,,,,,,
27135,Coahoma County,77.7,35,78.6,,,,,,
27137,Copiah County,79.4,86,78.8,,,,,,
27139,Covington County,78.9,69,78.6,,,,,,
27141,DeSoto County,77,32,78.2,,,,,,
27143,Forrest County,79,56,79.1,,,,,,
27145,Franklin County,79.4,87,78.8,,,,,,
27147,George County,79.1,61,79,,,,,,
27149,Greene County,79,55,79.1,,,,,,
27151,Grenada County,77.7,57,78,,,,,,
27153,Hancock County,79.7,91,78.8,,,,,,
27155,Harrison County,79.1,54,79,,,,,,
27157,Hinds County,79.6,84,78.9,,,,,,
27159,Holmes County,79,80,78.5,,,,,,
27161,Humphreys County,79.6,71,79.3,,,,,,
27163,Issaquena County,79.5,73,79.2,,,,,,
27165,Itawamba County,76.5,45,77.1,,,,,,
27167,Jackson County,79.4,68,79.1,,,,,,
27169,Jasper County,78.2,62,78.1,,,,,,
27171,Jefferson County,79.5,81,78.9,,,,,,
27173,Jefferson Davis County,79.2,81,78.6,,,,,,
28001,Jones County,78.8,55,78.9,,,,,,
28003,Kemper County,77.8,56,77.9,,,,,,
28005,Lafayette County,76.2,33,77.4,,,,,,
28007,Lamar County,79.2,68,79,,,,,,
28009,Lauderdale County,78,61,77.9,,,,,,
28011,Lawrence County,79.6,87,78.9,,,,,,
28013,Leake County,78.1,76,77.6,,,,,,
28015,Lee County,76.7,40,77.5,,,,,,
28017,Leflore County,79,70,78.9,,,,,,
28019,Lincoln County,79.2,86,78.6,,,,,,
28021,Lowndes County,77.4,37,78.2,,,,,,
28023,Madison County,79.2,84,78.7,,,,,,
28025,Marion County,79.8,84,79.2,,,,,,
28027,Marshall County,76,36,77.1,,,,,,
28029,Monroe County,77,39,77.9,,,,,,
28031,Montgomery County,77.5,70,77.3,,,,,,
28033,Neshoba County,77.7,71,77.3,,,,,,
28035,Newton County,77.9,69,77.6,,,,,,
28037,Noxubee County,77.8,51,78.1,,,,,,
28039,Oktibbeha County,77.4,47,77.8,,,,,,
28041,Panola County,76.8,30,78.1,,,,,,
28043,Pearl River County,79.7,94,78.8,,,,,,
28045,Perry County,78.9,52,79.1,,,,,,
28047,Pike County,79.4,84,78.8,,,,,,
28049,Pontotoc County,76.3,37,77.3,,,,,,
28051,Prentiss County,76.4,54,76.7,,,,,,
28053,Quitman County,77.6,31,78.7,,,,,,
28055,Rankin County,79,83,78.4,,,,,,
28057,Scott County,78.2,80,77.7,,,,,,
28059,Sharkey County,79.6,74,79.3,,,,,,
28061,Simpson County,79,82,78.5,,,,,,
28063,Smith County,78.5,72,78.2,,,,,,
28065,Stone County,78.8,55,78.8,,,,,,
28067,Sunflower County,78.7,47,79.1,,,,,,
28069,Tallahatchie County,78,45,78.6,,,,,,
28071,Tate County,76.6,27,78.1,,,,,,
28073,Tippah County,75.6,43,76.3,,,,,,
28075,Tishomingo County,76.3,69,76.1,,,,,,
28077,Tunica County,77.6,32,78.6,,,,,,
28079,Union County,76,37,77,,,,,,
28081,Walthall County,79.6,88,78.9,,,,,,
28083,Warren County,79.7,82,79.1,,,,,,
28085,Washington County,78.6,40,79.4,,,,,,
28087,Wayne County,78.6,55,78.8,,,,,,
28089,Webster County,76.9,53,77.3,,,,,,
28091,Wilkinson County,79.9,81,79.2,,,,,,
28093,Winston County,77.4,69,77.2,,,,,,
28095,Yalobusha County,76.9,40,77.7,,,,,,
28097,Yazoo County,79.6,78,79.1,,,,,,
28099,Adair County,74.4,112,71.2,,,,,,
28101,Andrew County,75.3,107,72.4,,,,,,
28103,Atchison County,74.9,106,72,,,,,,
28105,Audrain County,75,102,72.5,,,,,,
28107,Barry County,73.5,81,72.9,,,,,,
28109,Barton County,75.5,84,74.7,,,,,,
28111,Bates County,75.8,94,74.1,,,,,,
28113,Benton County,75.1,95,73.3,,,,,,
28115,Bollinger County,75.7,94,74.2,,,,,,
28117,Boone County,76,106,73.1,,,,,,
28119,Buchanan County,75.4,105,72.9,,,,,,
28121,Butler County,76.1,68,75.7,,,,,,
28123,Caldwell County,74,96,72.1,,,,,,
28125,Callaway County,75.6,104,73.1,,,,,,
28127,Camden County,75.2,99,73.2,,,,,,
28129,Cape Girardeau County,76.6,101,74.4,,,,,,
28131,Carroll County,74.6,87,73.1,,,,,,
28133,Carter County,73.8,74,73.3,,,,,,
28135,Cass County,75.5,105,73.1,,,,,,
28137,Cedar County,75.2,85,74.1,,,,,,
28139,Chariton County,75.1,97,73,,,,,,
28141,Christian County,73.4,87,72.3,,,,,,
28143,Clark County,73.9,95,72,,,,,,
28145,Clay County,75,96,72.9,,,,,,
28147,Clinton County,74.2,100,72,,,,,,
28149,Cole County,76,102,73.6,,,,,,
28151,Cooper County,75.8,105,72.9,,,,,,
28153,Crawford County,73.6,96,72,,,,,,
28155,Dade County,75.1,87,73.9,,,,,,
28157,Dallas County,74.2,90,72.7,,,,,,
28159,Daviess County,74.2,101,71.9,,,,,,
28161,DeKalb County,74.3,105,71.9,,,,,,
28163,Dent County,73.5,95,72,,,,,,
29001,Douglas County,73.4,85,72.2,,,,,,
29003,Dunklin County,77.2,59,77,,,,,,
29005,Franklin County,74.6,97,72.6,,,,,,
29007,Gasconade County,74.4,96,72.5,,,,,,
29009,Gentry County,74.7,108,71.5,,,,,,
29011,Greene County,74.1,92,72.5,,,,,,
29013,Grundy County,73.7,96,72,,,,,,
29015,Harrison County,74.1,103,71.1,,,,,,
29017,Henry County,75.5,93,73.9,,,,,,
29019,Hickory County,74.6,89,73.3,,,,,,
29021,Holt County,75.7,109,72.7,,,,,,
29023,Howard County,75.7,103,72.9,,,,,,
29025,Howell County,74.2,95,72.2,,,,,,
29027,Iron County,72.6,81,71.8,,,,,,
29029,Jackson County,75.5,102,73.1,,,,,,
29031,Jasper County,75.5,84,74.5,,,,,,
29033,Jefferson County,75.5,101,73.4,,,,,,
29035,Johnson County,75.2,98,72.9,,,,,,
29037,Knox County,74.2,104,71.6,,,,,,
29039,Laclede County,74.5,101,72.6,,,,,,
29041,Lafayette County,75.2,100,72.9,,,,,,
29043,Lawrence County,74.2,85,73.1,,,,,,
29045,Lewis County,74.1,92,72.4,,,,,,
29047,Lincoln County,75.2,105,72.6,,,,,,
29049,Linn County,74,92,72.4,,,,,,
29051,Livingston County,74,87,72.6,,,,,,
29053,McDonald County,74.7,83,73.9,,,,,,
29055,Macon County,74.6,104,72.1,,,,,,
29057,Madison County,73.9,82,72.9,,,,,,
29059,Maries County,75.2,98,73,,,,,,
29061,Marion County,75,101,72.7,,,,,,
29063,Mercer County,73.2,100,71.2,,,,,,
29065,Miller County,75.6,100,73.3,,,,,,
29067,Mississippi County,77.2,91,75.8,,,,,,
29069,Moniteau County,75.8,103,73.1,,,,,,
29071,Monroe County,75,101,72.5,,,,,,
29073,Montgomery County,74.7,99,72.4,,,,,,
29075,Morgan County,75.3,103,72.7,,,,,,
29077,New Madrid County,77.6,82,76.6,,,,,,
29079,Newton County,74.8,84,73.8,,,,,,
29081,Nodaway County,75.1,110,71.4,,,,,,
29083,Oregon County,74.6,92,73.1,,,,,,
29085,Osage County,75.6,103,73.3,,,,,,
29087,Ozark County,74,87,72.9,,,,,,
29089,Pemiscot County,77.2,58,77.1,,,,,,
29091,Perry County,75.5,94,73.6,,,,,,
29093,Pettis County,75.4,100,72.9,,,,,,
29095,Phelps County,74.8,100,72.7,,,,,,
29097,Pike County,74.8,104,72.2,,,,,,
29099,Platte County,76.1,106,73.1,,,,,,
29101,Polk County,74.9,95,73,,,,,,
29103,Pulaski County,75.3,104,72.9,,,,,,
29105,Putnam County,73.2,96,71.2,,,,,,
29107,Ralls County,75.1,103,72.5,,,,,,
29109,Randolph County,75,100,72.6,,,,,,
29111,Ray County,74.5,90,72.8,,,,,,
29113,Reynolds County,72.7,77,72.1,,,,,,
29115,Ripley County,75.1,76,74.5,,,,,,
29117,St. Charles County,75.9,101,73.6,,,,,,
29119,St. Clair County,75.4,87,74.2,,,,,,
29121,Ste. Genevieve County,75,96,73.3,,,,,,
29123,St. Francois County,73.5,84,72.4,,,,,,
29125,St. Louis County,76.4,103,74,,,,,,
29127,Saline County,75.5,102,73,,,,,,
29129,Schuyler County,74.1,112,70.9,,,,,,
29131,Scotland County,74.4,112,71.3,,,,,,
29133,Scott County,77.4,98,75.5,,,,,,
29135,Shannon County,73.8,90,72.5,,,,,,
29137,Shelby County,74.3,100,72,,,,,,
29139,Stoddard County,77.2,82,76,,,,,,
29141,Stone County,74,83,73.2,,,,,,
29143,Sullivan County,73.3,93,71.6,,,,,,
29145,Taney County,74.1,84,73.3,,,,,,
29147,Texas County,74,97,72,,,,,,
29149,Vernon County,75.5,83,74.6,,,,,,
29151,Warren County,74.7,101,72.4,,,,,,
29153,Washington County,73.5,91,72,,,,,,
29155,Wayne County,74.6,74,73.9,,,,,,
29157,Webster County,72.8,86,71.7,,,,,,
29159,Worth County,74.4,111,70.8,,,,,,
29161,Wright County,73.3,90,71.8,,,,,,
29163,St. Louis City,76.9,105,74.4,,,,,,
29165,Beaverhead County,59.5,127,50.8,,,,,,
29167,Big Horn County,68.7,126,61.4,,,,,,
29169,Blaine County,66.4,124,60.5,,,,,,
29171,Broadwater County,64.3,126,56.9,,,,,,
29173,Carbon County,64.7,126,57.1,,,,,,
29175,Carter County,71.1,126,62.2,,,,,,
29177,Cascade County,63.3,121,57.7,,,,,,
29179,Chouteau County,66.3,122,60.6,,,,,,
29181,Custer County,72,126,63.9,,,,,,
29183,Daniels County,66.8,124,60.1,,,,,,
29185,Dawson County,70.2,125,63.1,,,,,,
29186,Deer Lodge County,58.2,127,50.3,,,,,,
29187,Fallon County,70.6,126,62.7,,,,,,
29189,Fergus County,66.5,123,59.9,,,,,,
29195,Flathead County,59.2,126,52.9,,,,,,
29197,Gallatin County,61.4,127,53.3,,,,,,
29199,Garfield County,70.5,126,62.5,,,,,,
29201,Glacier County,59.4,125,53.1,,,,,,
29203,Golden Valley County,66.6,122,59.8,,,,,,
29205,Granite County,58.4,126,51.2,,,,,,
29207,Hill County,66.2,124,60.1,,,,,,
29209,Jefferson County,62.4,127,53.8,,,,,,
29211,Judith Basin County,62.1,122,55.8,,,,,,
29213,Lake County,63.1,126,56.7,,,,,,
29215,Lewis and Clark County,60.4,124,54,,,,,,
29217,Liberty County,64.4,123,59.1,,,,,,
29219,Lincoln County,61.4,126,54.4,,,,,,
29221,McCone County,70.2,125,62.8,,,,,,
29223,Madison County,61.1,127,52.8,,,,,,
29225,Meagher County,60.8,126,53.1,,,,,,
29227,Mineral County,61.8,126,54.6,,,,,,
29229,Missoula County,60.8,126,54.1,,,,,,
29510,Musselshell County,69.5,126,62.1,,,,,,
30001,Park County,60,126,52,,,,,,
30003,Petroleum County,70.7,124,63.2,,,,,,
30005,Phillips County,68.9,125,62.3,,,,,,
30007,Pondera County,62.5,124,56.7,,,,,,
30009,Powder River County,71.5,126,63,,,,,,
30011,Powell County,59.7,126,52.2,,,,,,
30013,Prairie County,70.8,124,63.4,,,,,,
30015,Ravalli County,59.8,126,52.4,,,,,,
30017,Richland County,69.3,124,63,,,,,,
30019,Roosevelt County,69,124,62.2,,,,,,
30021,Rosebud County,70.5,126,63,,,,,,
30023,Sanders County,62.2,126,55.9,,,,,,
30025,Sheridan County,67.3,123,61.3,,,,,,
30027,Silver Bow County,60.8,127,52.2,,,,,,
30029,Stillwater County,64.8,124,58,,,,,,
30031,Sweet Grass County,63,125,56,,,,,,
30033,Teton County,61.1,122,55.8,,,,,,
30035,Toole County,63.5,121,58.5,,,,,,
30037,Treasure County,70.2,124,63.3,,,,,,
30039,Valley County,68.8,125,61.4,,,,,,
30041,Wheatland County,64.1,125,57.1,,,,,,
30043,Wibaux County,70.1,125,63,,,,,,
30045,Yellowstone County,70.2,125,62.8,,,,,,
30047,Adams County,73.9,106,70.5,,,,,,
30049,Antelope County,72.9,113,69.2,,,,,,
30051,Arthur County,69.9,109,66.2,,,,,,
30053,Banner County,70.1,122,64,,,,,,
30055,Blaine County,72.4,114,68.3,,,,,,
30057,Boone County,73.4,115,69,,,,,,
30059,Box Butte County,70.7,122,64.3,,,,,,
30061,Boyd County,73.8,121,68.9,,,,,,
30063,Brown County,73,122,67.6,,,,,,
30065,Buffalo County,73.4,110,69.7,,,,,,
30067,Burt County,74.5,116,70.1,,,,,,
30069,Butler County,75.1,114,70.5,,,,,,
30071,Cass County,75.2,112,71.5,,,,,,
30073,Cedar County,73.8,119,69,,,,,,
30075,Chase County,73.3,113,68.8,,,,,,
30077,Cherry County,71.4,121,66,,,,,,
30079,Cheyenne County,70.5,117,65.5,,,,,,
30081,Clay County,74.4,109,70.8,,,,,,
30083,Colfax County,74.8,118,70,,,,,,
30085,Cuming County,74.1,115,69.8,,,,,,
30087,Custer County,72.2,113,68.1,,,,,,
30089,Dakota County,74,114,69.7,,,,,,
30091,Dawes County,72,124,65,,,,,,
30093,Dawson County,72.9,110,69.3,,,,,,
30095,Deuel County,71.8,114,67.2,,,,,,
30097,Dixon County,73.7,117,69.3,,,,,,
30099,Dodge County,75.2,117,70.3,,,,,,
30101,Douglas County,75.9,116,71.1,,,,,,
30103,Dundy County,73.7,108,69.6,,,,,,
30105,Fillmore County,74.9,110,71.3,,,,,,
30107,Franklin County,73.9,101,71,,,,,,
30109,Frontier County,73,107,69.6,,,,,,
30111,Furnas County,74.8,110,71.1,,,,,,
31001,Gage County,74.8,107,71.9,,,,,,
31003,Garden County,70.5,116,65.7,,,,,,
31005,Garfield County,71.8,115,67.8,,,,,,
31007,Gosper County,73.7,112,70.1,,,,,,
31009,Grant County,69,109,65.3,,,,,,
31011,Greeley County,73,114,68.8,,,,,,
31013,Hall County,74.4,113,70.3,,,,,,
31015,Hamilton County,74.9,114,70.6,,,,,,
31017,Harlan County,74.8,108,71.2,,,,,,
31019,Hayes County,72.9,108,69.1,,,,,,
31021,Hitchcock County,74,105,70.4,,,,,,
31023,Holt County,72.5,116,68,,,,,,
31025,Hooker County,69.7,105,66.7,,,,,,
31027,Howard County,74.2,114,69.8,,,,,,
31029,Jefferson County,74.9,103,71.8,,,,,,
31031,Johnson County,74.6,105,71.9,,,,,,
31033,Kearney County,73.4,107,70.2,,,,,,
31035,Keith County,72.1,112,67.9,,,,,,
31037,Keya Paha County,73.2,123,67.4,,,,,,
31039,Kimball County,68.8,119,63.3,,,,,,
31041,Knox County,73.8,120,69.2,,,,,,
31043,Lancaster County,75.5,112,71.4,,,,,,
31045,Lincoln County,72.3,111,68.4,,,,,,
31047,Logan County,71.9,115,67.8,,,,,,
31049,Loup County,71.8,114,67.9,,,,,,
31051,McPherson County,70.7,110,67.1,,,,,,
31053,Madison County,73.9,116,69.6,,,,,,
31055,Merrick County,75.1,115,70.5,,,,,,
31057,Morrill County,71.3,120,65.5,,,,,,
31059,Nance County,74.5,116,69.8,,,,,,
31061,Nemaha County,74.7,103,72.1,,,,,,
31063,Nuckolls County,74.4,104,71.3,,,,,,
